State_id,Year,Month,Day,payment_value,payment_installments,product_description_lenght,product_name_lenght,product_photos_qty
1,2017,August,15,11471.63,306,62090,4552,189
1,2017,August,16,8880.39,199,47246,3896,167
1,2017,August,17,7954.62,171,43660,3639,145
1,2017,August,18,10287.07,187,56451,3905,170
1,2017,August,19,6413.38,112,42964,2374,96
1,2017,August,20,5131.55,107,29195,2403,131
1,2017,August,21,12271.44,270,46015,4406,184
1,2017,August,22,8942.07,203,47339,3296,153
1,2017,August,23,16650.69,209,58204,3197,131
1,2017,August,24,7700.05,213,44541,3525,151
1,2017,August,25,6929.3,180,33384,2707,99
1,2017,August,26,5526.21,84,31486,1878,82
1,2017,August,27,5871.4,162,35005,2273,90
1,2017,August,28,9997.68,161,68480,3742,151
1,2017,August,29,12135.94,177,54667,3063,149
1,2017,August,30,9673.41,213,58965,3151,140
1,2017,August,31,11414.67,204,53573,3314,163
1,2017,September,1,13785.32,228,65937,3477,146
1,2017,September,2,8511.35,182,40713,2755,123
1,2017,September,3,14790.01,150,36121,2339,122
1,2017,September,4,15071.03,219,62512,3308,149
1,2017,September,5,11420.57,165,55161,3996,163
1,2017,September,6,14509.68,175,77848,3091,162
1,2017,September,7,8952.41,159,37518,2060,91
1,2017,September,8,8360,106,29759,2319,107
1,2017,September,9,9690.57,109,35729,2344,92
1,2017,September,10,8510.37,170,51512,3128,118
1,2017,September,11,10076.23,202,56553,3703,171
1,2017,September,12,31264.63,283,67877,4314,217
1,2017,September,13,11046.95,245,69995,3969,179
1,2017,September,14,10746.74,185,42082,3441,160
1,2017,September,15,8707.33,158,44493,3151,161
1,2017,September,16,6164.7,110,29228,2226,135
1,2017,September,17,6430.57,143,20203,1753,84
1,2017,September,18,13941.02,262,73921,4714,209
1,2017,September,19,11556.99,149,47242,3097,164
1,2017,September,20,12349.48,248,63103,3844,166
1,2017,September,21,7199.94,182,65602,2912,124
1,2017,September,22,12660.6,270,62874,3705,160
1,2017,September,23,4579.45,114,22084,1795,73
1,2017,September,24,6297.62,112,40056,2178,126
1,2017,September,25,10297.61,154,52743,2900,120
1,2017,September,26,10840.86,281,64606,4262,177
1,2017,September,27,10134.49,187,40147,2907,137
1,2017,September,28,9588.86,122,48257,2760,115
1,2017,September,29,6081.29,132,32812,2217,100
1,2017,September,30,5528.93,138,42039,2555,114
1,2017,October,1,10475.74,167,46415,2909,141
1,2017,October,2,30736.41,266,57129,3288,145
1,2017,October,3,12163.24,256,70806,4384,214
1,2017,October,4,8235.17,159,49159,3501,143
1,2017,October,5,10088.26,171,40785,3393,135
1,2017,October,6,10511.98,180,52503,2878,124
1,2017,October,7,8686.49,144,43502,2130,112
1,2017,October,8,8426.48,161,41466,2335,95
1,2017,October,9,11662.18,127,44648,3119,126
1,2017,October,10,12258.09,193,62754,3801,159
1,2017,October,11,14769.29,211,59259,3977,189
1,2017,October,12,6923.5,138,30602,2658,118
1,2017,October,13,7005.94,120,29793,2232,100
1,2017,October,14,6551.95,136,42465,2693,134
1,2017,October,15,8057.62,151,36405,2803,141
1,2017,October,16,14029.15,327,63673,4349,211
1,2017,October,17,33964.4,399,85247,6212,248
1,2017,October,18,15320.68,278,77024,4664,176
1,2017,October,19,10303.08,185,66669,3875,154
1,2017,October,20,8260.93,138,62753,2599,92
1,2017,October,21,10077.63,118,36015,2572,106
1,2017,October,22,10022.33,242,59999,4129,189
1,2017,October,23,18928.11,255,57604,3860,172
1,2017,October,24,10617.89,174,71316,3876,195
1,2017,October,25,10505.24,171,40833,2540,116
1,2017,October,26,10951.92,226,53024,3553,149
1,2017,October,27,6737.79,155,52087,3067,121
1,2017,October,28,8913.93,121,29828,1915,79
1,2017,October,29,5513.41,155,40692,2955,157
1,2017,October,30,7980.11,172,55191,3303,173
1,2017,October,31,14810.33,216,62132,3771,183
1,2017,November,1,9247.13,197,45553,2287,119
1,2017,November,2,11026.07,191,47556,3013,141
1,2017,November,3,11889.45,197,47222,3595,174
1,2017,November,4,5951.85,112,29557,2054,105
1,2017,November,5,8585.58,147,40412,2818,114
1,2017,November,6,10518.68,210,58982,3737,157
1,2017,November,7,10940.59,190,38216,3453,148
1,2017,November,8,12552.85,239,55661,4605,205
1,2017,November,9,13447.86,201,68955,4688,229
1,2017,November,10,10562.95,193,70688,3966,204
1,2017,November,11,11749.27,232,60388,3649,148
1,2017,November,12,10709.08,209,52448,3697,221
1,2017,November,13,13046.61,234,84034,4890,198
1,2017,November,14,13201.91,276,75824,4254,191
1,2017,November,15,12982.91,218,58727,4821,208
1,2017,November,16,13683.83,251,84966,5750,246
1,2017,November,17,24042.18,310,74883,4899,224
1,2017,November,18,10398.39,172,59288,3202,151
1,2017,November,19,9937.18,186,56246,3505,176
1,2017,November,20,25383.01,305,87364,5442,245
1,2017,November,21,14074.69,255,77836,4816,280
1,2017,November,22,14927.63,238,68744,4483,183
1,2017,November,23,19658.16,360,94001,5569,236
1,2017,November,24,70432.52,1892,347414,26785,1147
1,2017,November,25,34064.26,721,166059,11710,494
1,2017,November,26,25858.75,548,120280,8791,401
1,2017,November,27,26580.93,589,134051,9067,424
1,2017,November,28,37184.56,664,149788,8998,389
1,2017,November,29,22238.71,366,96460,6454,264
1,2017,November,30,18450.43,425,109695,6623,325
1,2017,December,1,19892.74,353,91715,6862,307
1,2017,December,2,17916,316,80348,5081,255
1,2017,December,3,18343.31,371,87298,5419,221
1,2017,December,4,19168.4,343,103601,6906,350
1,2017,December,5,18182.01,399,88023,6487,309
1,2017,December,6,19275.53,312,92174,6041,261
1,2017,December,7,13524.18,247,72933,5360,264
1,2017,December,8,14445.06,273,91986,5816,270
1,2017,December,9,8447.24,175,60251,3379,154
1,2017,December,10,10661.33,288,66299,4723,213
1,2017,December,11,16888.97,361,90707,5806,284
1,2017,December,12,21720.56,425,89056,6273,276
1,2017,December,13,32407.85,381,95356,6294,281
1,2017,December,14,11210.73,213,63061,4016,184
1,2017,December,15,14812.74,294,58304,4066,198
1,2017,December,16,10660.08,204,48137,3173,140
1,2017,December,17,9923.97,230,56809,3693,184
1,2017,December,18,17365.35,324,74075,4472,214
1,2017,December,19,10574.72,203,59057,4201,212
1,2017,December,20,11538.96,217,45644,3285,149
1,2017,December,21,9147.86,203,45964,3373,215
1,2017,December,22,8775.04,144,44926,2748,138
1,2017,December,23,5473.08,109,40547,2301,93
1,2017,December,24,3552.19,79,18736,1443,79
1,2017,December,25,4417.52,97,28604,2278,109
1,2017,December,26,11010.34,226,65050,4313,219
1,2017,December,27,8843.1,172,39889,3041,156
1,2017,December,28,7874.1,191,48547,3297,153
1,2017,December,29,9584.71,242,73583,3948,192
1,2017,December,30,5867.92,141,25894,2161,105
1,2017,December,31,6168.5,124,20587,1864,81
1,2018,January,1,2490.61,75,11974,1254,76
1,2018,January,2,13379.82,244,76232,4602,209
1,2018,January,3,16107.64,255,80774,5201,186
1,2018,January,4,19325.34,289,96101,5915,299
1,2018,January,5,11408.24,223,65597,3904,213
1,2018,January,6,14228.11,279,70292,4598,176
1,2018,January,7,16898.07,304,72522,5618,302
1,2018,January,8,23024.77,374,92004,6466,290
1,2018,January,9,16829.69,294,85248,5220,232
1,2018,January,10,29581.59,278,98325,5882,318
1,2018,January,11,16738.78,271,74597,5225,277
1,2018,January,12,24346.1,429,102083,6816,284
1,2018,January,13,15889.47,270,73806,5763,276
1,2018,January,14,16702.62,248,104207,5954,312
1,2018,January,15,22146.77,344,109576,7436,375
1,2018,January,16,33280.19,558,124762,8471,387
1,2018,January,17,15203.64,266,96951,5968,311
1,2018,January,18,18663.58,304,92245,5830,272
1,2018,January,19,15711.76,279,95699,5345,244
1,2018,January,20,11333.66,206,59334,4129,191
1,2018,January,21,12568.18,258,58051,3985,224
1,2018,January,22,21750.24,423,110875,7577,322
1,2018,January,23,19668.54,297,91871,6155,259
1,2018,January,24,17418.8,284,77992,5249,227
1,2018,January,25,14936.57,259,80501,5115,206
1,2018,January,26,13703.49,287,84092,5378,210
1,2018,January,27,16273.58,258,65510,4322,172
1,2018,January,28,15784.86,272,72466,4001,163
1,2018,January,29,15173.21,271,74894,5278,206
1,2018,January,30,30301.46,347,102420,6108,222
1,2018,January,31,16547.77,318,76889,6059,254
1,2018,February,1,16675.42,308,95548,5634,212
1,2018,February,2,14749.22,212,78313,4755,204
1,2018,February,3,9135.68,190,49525,3560,128
1,2018,February,4,11113.82,236,55564,4422,185
1,2018,February,5,17711.2,327,110911,6029,230
1,2018,February,6,23056.45,360,103553,6170,272
1,2018,February,7,15688.49,297,101879,5700,248
1,2018,February,8,15536.82,310,76719,5299,227
1,2018,February,9,17549.85,300,76338,5127,231
1,2018,February,10,11072.86,184,60624,3751,155
1,2018,February,11,12563.18,202,59062,3853,164
1,2018,February,12,15621.16,317,96938,6522,282
1,2018,February,13,17344.78,311,102891,6463,282
1,2018,February,14,21564.11,402,122547,7566,385
1,2018,February,15,19914.36,330,116317,7023,347
1,2018,February,16,13346.84,195,76022,4423,181
1,2018,February,17,9168.5,213,60393,3784,193
1,2018,February,18,13320.4,266,84566,4929,182
1,2018,February,19,14729.97,222,86598,5124,254
1,2018,February,20,12752.28,242,96837,5770,248
1,2018,February,21,22024.15,383,113334,6156,267
1,2018,February,22,64322.27,359,137495,8075,301
1,2018,February,23,13955.14,215,77304,5300,201
1,2018,February,24,9028.22,199,52395,3829,153
1,2018,February,25,14091.58,253,84352,4675,228
1,2018,February,26,19424.59,290,90869,5393,265
1,2018,February,27,30466.44,326,136852,7201,295
1,2018,February,28,17987.77,293,104550,6412,285
1,2018,March,1,30506.79,309,103187,6651,231
1,2018,March,2,15450.42,328,86163,5957,294
1,2018,March,3,11902.76,282,61511,4275,220
1,2018,March,4,18386.29,278,83880,4640,186
1,2018,March,5,31551.75,420,93404,6132,264
1,2018,March,6,18770.76,314,79446,5392,243
1,2018,March,7,23382.72,317,125857,6232,297
1,2018,March,8,14494.91,280,89505,5429,225
1,2018,March,9,14085.76,209,66758,4554,173
1,2018,March,10,9758.01,250,54524,3338,166
1,2018,March,11,14189.78,265,76381,4753,199
1,2018,March,12,15877.2,233,80778,4863,222
1,2018,March,13,20984.59,294,101016,5423,237
1,2018,March,14,12585.57,231,90630,4426,200
1,2018,March,15,18220.49,386,108061,6960,315
1,2018,March,16,19810.44,298,102994,5883,241
1,2018,March,17,10092.87,235,69213,3938,185
1,2018,March,18,17132.54,317,87469,5960,274
1,2018,March,19,31906.67,524,136716,9656,424
1,2018,March,20,20267.67,347,112683,7416,290
1,2018,March,21,21750.85,425,120718,6793,291
1,2018,March,22,19376.64,340,105185,6322,289
1,2018,March,23,21255.84,332,95910,6383,284
1,2018,March,24,14150.76,216,71756,4383,204
1,2018,March,25,14598.1,279,72005,5054,215
1,2018,March,26,21321.43,375,140618,7101,315
1,2018,March,27,30386.12,430,118415,6308,283
1,2018,March,28,14836.53,256,88056,5548,256
1,2018,March,29,13607.49,240,72962,4841,193
1,2018,March,30,8524.15,197,57773,3391,176
1,2018,March,31,20865.47,233,68127,4042,167
1,2018,April,1,15496.34,286,83510,5217,230
1,2018,April,2,22834.8,438,134463,7726,296
1,2018,April,3,20276.67,342,112810,6750,330
1,2018,April,4,27822.63,353,111642,6922,291
1,2018,April,5,23141.37,383,104351,7025,331
1,2018,April,6,18599.58,235,78517,4586,215
1,2018,April,7,18706.07,294,70957,4804,197
1,2018,April,8,12557.4,249,71054,4260,190
1,2018,April,9,24254.41,331,96912,6251,275
1,2018,April,10,20355.78,308,99159,5507,215
1,2018,April,11,20146.61,317,111767,6698,294
1,2018,April,12,23655.66,361,88736,6592,261
1,2018,April,13,17829.67,256,77724,4836,224
1,2018,April,14,11087.53,196,70096,3660,175
1,2018,April,15,26804.71,461,134321,7088,313
1,2018,April,16,25399.17,352,144550,7810,379
1,2018,April,17,20314.65,356,93021,6204,279
1,2018,April,18,14777.32,265,98017,5721,231
1,2018,April,19,26475.05,436,143331,7849,363
1,2018,April,20,18866.25,276,82907,5582,255
1,2018,April,21,9225.33,173,67575,3840,188
1,2018,April,22,16102.09,345,74706,5182,254
1,2018,April,23,19046.93,393,113182,7434,333
1,2018,April,24,20678.96,351,120496,6564,354
1,2018,April,25,21052.82,431,119918,6793,331
1,2018,April,26,20632.81,370,130655,6461,284
1,2018,April,27,18039.84,359,117725,6341,324
1,2018,April,28,15680.79,243,85594,5252,260
1,2018,April,29,8744.53,205,59570,3987,166
1,2018,April,30,21642.85,282,112717,6187,294
1,2018,May,1,15680.79,278,84730,6009,301
1,2018,May,2,26265.06,428,131226,8582,363
1,2018,May,3,28972.1,375,121599,7570,325
1,2018,May,4,22825.99,358,95596,6244,277
1,2018,May,5,14792.05,286,70920,4652,206
1,2018,May,6,16160.58,269,80365,4799,207
1,2018,May,7,29835.43,527,152974,9362,421
1,2018,May,8,27784.7,497,123566,7825,340
1,2018,May,9,24876.79,399,134661,8795,355
1,2018,May,10,25102.3,376,112662,6242,274
1,2018,May,11,28624.21,315,99813,5853,248
1,2018,May,12,15676.88,250,65931,4448,204
1,2018,May,13,20887.52,405,98452,5580,205
1,2018,May,14,29857.99,565,144149,9340,420
1,2018,May,15,26414.07,550,163453,9343,377
1,2018,May,16,36510.19,566,172268,10226,478
1,2018,May,17,18243.09,350,109398,6273,320
1,2018,May,18,23600.09,442,136896,8303,420
1,2018,May,19,20927.94,311,79441,5362,221
1,2018,May,20,14104.38,297,78619,4428,184
1,2018,May,21,24725.79,327,113052,6715,298
1,2018,May,22,23258.01,358,124400,7228,281
1,2018,May,23,13239.59,221,62901,4300,205
1,2018,May,24,17895.2,258,73865,4649,202
1,2018,May,25,16733.33,194,48876,3420,173
1,2018,May,26,7250.09,175,35250,2664,100
1,2018,May,27,7551.16,146,47874,2367,95
1,2018,May,28,19095.68,246,67295,4136,189
1,2018,May,29,14798.99,211,50248,3843,165
1,2018,May,30,6762.98,134,48338,2863,129
1,2018,May,31,11206.1,223,50385,3611,155
1,2018,June,1,25217,334,74681,4709,197
1,2018,June,2,9472.77,159,55931,3284,162
1,2018,June,3,17634.81,369,88433,5676,232
1,2018,June,4,20132.79,318,109422,6439,284
1,2018,June,5,33537.86,341,96906,5617,234
1,2018,June,6,19890.19,325,94905,5851,246
1,2018,June,7,22766.42,305,90514,5800,241
1,2018,June,8,15618.42,261,79043,5300,202
1,2018,June,9,14464.88,292,65075,4139,194
1,2018,June,10,14253.02,388,89101,5544,272
1,2018,June,11,21961.66,361,127908,7700,385
1,2018,June,12,20751.02,433,114091,6972,294
1,2018,June,13,19454.14,413,106692,6697,284
1,2018,June,14,16639.26,347,82716,5494,225
1,2018,June,15,9698.05,215,59671,4311,191
1,2018,June,16,10122.35,179,47112,3111,120
1,2018,June,17,13259.26,246,73657,4888,224
1,2018,June,18,15871.87,316,96331,6281,267
1,2018,June,19,27351.71,375,114918,6561,299
1,2018,June,20,23037.42,285,114131,6529,282
1,2018,June,21,15346.75,323,98524,6250,293
1,2018,June,22,15134.44,229,82412,5177,264
1,2018,June,23,8588.75,129,40665,3071,131
1,2018,June,24,14869.54,335,101463,5696,248
1,2018,June,25,25770.6,382,111683,7222,317
1,2018,June,26,19536.34,332,110723,6596,281
1,2018,June,27,14056.53,256,87026,5504,226
1,2018,June,28,18533.74,323,106072,6535,277
1,2018,June,29,9931.72,160,56182,3739,131
1,2018,June,30,8211.8,163,55742,3007,138
1,2018,July,1,13128.02,289,86857,4623,217
1,2018,July,2,12996.9,274,71363,4943,236
1,2018,July,3,13123.34,249,77853,4686,193
1,2018,July,4,24352.06,411,127107,7815,328
1,2018,July,5,25453.85,302,88911,5528,271
1,2018,July,6,10313.79,161,66380,3409,158
1,2018,July,7,6685.26,163,45432,2677,93
1,2018,July,8,9470.49,208,54272,3347,118
1,2018,July,9,11932.37,276,61007,4098,181
1,2018,July,10,10626.04,192,67931,3996,219
1,2018,July,11,9090.53,171,43810,2773,115
1,2018,July,12,9288.77,113,44446,2439,91
1,2018,July,13,7150.26,150,36816,2496,96
1,2018,July,14,8168.79,132,40362,2169,86
1,2018,July,15,5364.91,120,37001,2528,119
1,2018,July,16,12915.93,285,73734,4448,172
1,2018,July,17,10012.03,204,87532,4737,196
1,2018,July,18,17442.5,320,98827,6993,287
1,2018,July,19,26256.66,359,98380,6648,251
1,2018,July,20,16733.71,307,96043,6373,328
1,2018,July,21,12532.03,227,79236,5040,232
1,2018,July,22,14731.69,224,76042,5446,244
1,2018,July,23,20591.85,376,136674,7682,352
1,2018,July,24,21977.45,346,94077,6884,258
1,2018,July,25,23459.92,429,109519,7631,310
1,2018,July,26,21085.45,338,115035,7099,352
1,2018,July,27,13266.52,210,59913,4249,174
1,2018,July,28,11213.04,229,68643,4240,203
1,2018,July,29,16390.59,310,84667,5664,303
1,2018,July,30,21621.01,422,133266,8815,359
1,2018,July,31,40647.09,543,148033,9352,403
